"2/13/2012 22:24:29",70,47.30,77.22,76.10,73.51,70.47,64.51,60.35
"2/13/2012 22:24:31",70,47.30,77.22,76.10,73.51,70.36,64.40,60.24
"2/13/2012 22:24:34",70,47.30,77.22,76.10,73.51,70.47,64.51,60.35
"2/13/2012 22:24:37",70,47.30,77.22,75.99,73.40,70.36,64.40,60.35
"2/13/2012 22:24:39",70,47.30,77.22,75.99,73.51,70.47,64.40,60.35
"2/13/2012 22:24:41",70,47.30,77.11,75.99,73.51,70.36,64.40,60.24
"2/13/2012 22:24:44",70,47.30,77.22,75.99,73.51,70.36,64.40,60.24
"2/13/2012 22:24:46",70,47.30,77.11,75.87,73.51,70.36,64.40,60.35
"2/13/2012 22:24:49",70,47.30,77.11,75.87,73.40,70.25,64.40,60.24
"2/13/2012 22:24:52",70,47.30,77.11,75.87,73.40,70.25,64.40,60.24
